epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.7305455803871155,0.08364498615264893,0.9163544178009033,1e-04,0.8590397834777832,0.1345248967409134,0.8654749989509583
1,0.8571621775627136,0.12099327147006989,0.8790065050125122,1e-04,0.8351262807846069,0.12497392296791077,0.8750259876251221
2,0.8967311382293701,0.1524772197008133,0.8475230932235718,1e-04,0.9402720332145691,0.21708481013774872,0.7829150557518005
3,0.9254679083824158,0.1837950348854065,0.8162046074867249,1e-04,0.9493416547775269,0.23547695577144623,0.7645229697227478
4,0.9424964785575867,0.22029635310173035,0.7797034382820129,1e-04,0.9698812961578369,0.24675080180168152,0.7532492280006409
5,0.9616103172302246,0.2786543667316437,0.7213457226753235,1e-04,0.9616267681121826,0.12910689413547516,0.8708931803703308
6,0.9735262393951416,0.3420819938182831,0.6579180955886841,1e-04,0.9774937033653259,0.367770791053772,0.6322293281555176
7,0.9798237085342407,0.4049514830112457,0.5950483083724976,1e-04,0.9734059572219849,0.4864109456539154,0.5135890245437622
8,0.982821524143219,0.464162141084671,0.5358380079269409,1e-04,0.9880220293998718,0.5174029469490051,0.48259714245796204
9,0.9861428737640381,0.5222805142402649,0.47771942615509033,1e-04,0.9767060279846191,0.5324538350105286,0.4675460755825043
10,0.9876503348350525,0.5637763142585754,0.43622368574142456,1e-04,0.9869789481163025,0.5453366041183472,0.45466348528862
11,0.9880908131599426,0.5835309624671936,0.4164692461490631,1e-04,0.9856866598129272,0.5395376682281494,0.46046242117881775
12,0.9884778261184692,0.601347804069519,0.39865195751190186,1e-04,0.9889105558395386,0.48763203620910645,0.5123680233955383
13,0.9890987277030945,0.6078540086746216,0.39214590191841125,1e-04,0.9811686873435974,0.46306338906288147,0.5369366407394409
14,0.9886851906776428,0.6262906789779663,0.37370923161506653,1e-05,0.9869847297668457,0.48169195652008057,0.5183081030845642
15,0.9907580018043518,0.653548002243042,0.3464520573616028,1e-05,0.9893759489059448,0.5622491836547852,0.4377506673336029
16,0.9909547567367554,0.6648820638656616,0.3351176083087921,1e-05,0.9901227951049805,0.5616297125816345,0.4383702874183655
17,0.991068422794342,0.669346272945404,0.33065423369407654,1e-05,0.9875174164772034,0.5393226742744446,0.4606773257255554
18,0.9910574555397034,0.6694478988647461,0.33055248856544495,1e-05,0.9869892597198486,0.5569613575935364,0.4430386424064636
19,0.9914146661758423,0.6723446249961853,0.3276553750038147,1e-06,0.9904465079307556,0.5607675909996033,0.43923234939575195
20,0.9913657307624817,0.6711246371269226,0.32887545228004456,1e-06,0.9875667095184326,0.4850734770298004,0.514926552772522
