epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.9650166034698486,0.24123641848564148,0.7587632536888123,1e-04,0.9881386160850525,0.00022240300313569605,0.999777615070343
1,0.9702614545822144,0.28069359064102173,0.719307005405426,1e-04,0.9711889624595642,0.21572743356227875,0.7842725515365601
2,0.9687248468399048,0.29323610663414,0.7067643404006958,1e-04,0.9782580137252808,0.35451212525367737,0.6454879641532898
3,0.972042977809906,0.3095631003379822,0.6904370784759521,1e-04,0.9440020322799683,0.23547065258026123,0.764529287815094
4,0.9702075719833374,0.31445014476776123,0.6855497360229492,1e-04,0.9842835068702698,0.32405078411102295,0.6759491562843323
5,0.9718816876411438,0.32872632145881653,0.6712735891342163,1e-04,0.9847365617752075,0.33596280217170715,0.6640372276306152
6,0.9754210710525513,0.3583618402481079,0.6416382193565369,1e-05,0.9744828343391418,0.3618317246437073,0.6381683349609375
7,0.9761635065078735,0.3739425241947174,0.6260579228401184,1e-05,0.9757322669029236,0.40852615237236023,0.5914738178253174
8,0.9766282439231873,0.3795813024044037,0.6204184293746948,1e-05,0.9816098213195801,0.42457205057144165,0.5754279494285583
9,0.9752371311187744,0.37706154584884644,0.6229389905929565,1e-05,0.9817711710929871,0.41898036003112793,0.5810196995735168
10,0.976395308971405,0.39056628942489624,0.6094337701797485,1e-05,0.9759108424186707,0.42051562666893005,0.5794843435287476
11,0.976630449295044,0.3897262215614319,0.6102738380432129,1e-05,0.9850015640258789,0.37072014808654785,0.6292796730995178
12,0.9768418073654175,0.3872927129268646,0.6127073168754578,1e-06,0.9785128831863403,0.41319775581359863,0.5868021845817566
13,0.9762382507324219,0.3889271318912506,0.6110729575157166,1e-06,0.9807184934616089,0.44417527318000793,0.5558247566223145
14,0.9758002161979675,0.380332350730896,0.619667649269104,1e-06,0.9775739312171936,0.3754303455352783,0.6245697140693665
15,0.9762064218521118,0.3805568218231201,0.6194433569908142,1e-06,0.9803017973899841,0.40671563148498535,0.5932843089103699
16,0.976237416267395,0.38076138496398926,0.619238555431366,1e-06,0.977462649345398,0.42538782954216003,0.5746121406555176
17,0.9770328998565674,0.38864150643348694,0.6113585233688354,1e-07,0.9823386073112488,0.4784153699874878,0.5215846300125122
18,0.9768510460853577,0.392362505197525,0.6076375842094421,1e-07,0.9754834771156311,0.3144044280052185,0.6855956315994263
19,0.9769201278686523,0.3915015161037445,0.6084985733032227,1e-07,0.97918701171875,0.42321041226387024,0.5767895579338074
20,0.9764220118522644,0.3786274492740631,0.6213726997375488,1e-07,0.9826361536979675,0.4091799259185791,0.5908200144767761
21,0.9766740798950195,0.3909868001937866,0.609013020992279,1e-08,0.97801673412323,0.4363398849964142,0.5636601448059082
22,0.9769908785820007,0.39306989312171936,0.6069302558898926,1e-08,0.9811679720878601,0.43480467796325684,0.5651954412460327
