epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.5392130613327026,0.05429771542549133,0.945632815361023,1e-04,0.7625890970230103,0.15914131700992584,0.8408585786819458
1,0.7608381509780884,0.0857064351439476,0.9143220782279968,1e-04,0.8420157432556152,0.19131067395210266,0.8086893558502197
2,0.8441298007965088,0.1164294108748436,0.8836923241615295,1e-04,0.8693721294403076,0.18532638251781464,0.8146737217903137
3,0.8861498832702637,0.14210064709186554,0.8577330112457275,1e-04,0.8986140489578247,0.22502431273460388,0.7749757766723633
4,0.9115960597991943,0.1745392233133316,0.8251842260360718,1e-04,0.9417819976806641,0.27106425166130066,0.7289356589317322
5,0.9293721914291382,0.2004072219133377,0.7994299530982971,1e-04,0.9615504145622253,0.2811067998409271,0.7188931703567505
6,0.9433056116104126,0.23776724934577942,0.7621976137161255,1e-04,0.9450070261955261,0.15826526284217834,0.8417346477508545
7,0.9659804105758667,0.31177157163619995,0.6883551478385925,1e-04,0.9741609692573547,0.19509880244731903,0.804901123046875
8,0.9788615107536316,0.39117008447647095,0.6086138486862183,1e-04,0.9802169799804688,0.45234039425849915,0.5476596355438232
9,0.9838207364082336,0.465230256319046,0.5348365902900696,1e-04,0.9817803502082825,0.4959084093570709,0.5040916800498962
10,0.9865078330039978,0.5097476840019226,0.49107542634010315,1e-04,0.9803467988967896,0.509643018245697,0.4903568923473358
11,0.9880779981613159,0.5558928847312927,0.44276314973831177,1e-04,0.9858599305152893,0.5756980180740356,0.4243020713329315
12,0.988295316696167,0.5694615840911865,0.43076589703559875,1e-04,0.9770482182502747,0.49485689401626587,0.5051431059837341
13,0.9890812039375305,0.5959211587905884,0.40362435579299927,1e-04,0.9803245663642883,0.5279114246368408,0.4720885753631592
14,0.9897156953811646,0.6086906790733337,0.3910912275314331,1e-04,0.9803879261016846,0.5204282999038696,0.479571670293808
15,0.9902576208114624,0.6352471709251404,0.36533719301223755,1e-05,0.979464054107666,0.5669620633125305,0.43303805589675903
16,0.9909729957580566,0.6543198227882385,0.34453868865966797,1e-05,0.98289954662323,0.593173086643219,0.4068269729614258
17,0.9914537668228149,0.6623384952545166,0.33832547068595886,1e-05,0.9834804534912109,0.5711004137992859,0.42889952659606934
18,0.9911555647850037,0.6591896414756775,0.3405221104621887,1e-05,0.9838824272155762,0.5613884925842285,0.43861153721809387
19,0.9917300343513489,0.671822190284729,0.3279263377189636,1e-05,0.9834718108177185,0.5830893516540527,0.41691070795059204
20,0.9915751218795776,0.6721752882003784,0.3278012275695801,1e-06,0.9870924353599548,0.5589097738265991,0.44109010696411133
21,0.9917804598808289,0.6670411229133606,0.3320976197719574,1e-06,0.9841263890266418,0.5333014726638794,0.466698557138443
