epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.8928437829017639,0.14083491265773773,0.08234985917806625,0.8591816425323486,1e-04,0.8586878776550293,0.12980905175209045,0.07372433692216873,0.8701909780502319
1,0.9588139653205872,0.21712684631347656,0.13192036747932434,0.7827985882759094,1e-04,0.9016716480255127,0.1846025586128235,0.10961098223924637,0.8153974413871765
2,0.9674953818321228,0.2732223570346832,0.1725182831287384,0.7272129654884338,1e-04,0.9817497730255127,0.16826993227005005,0.09800029546022415,0.8317300081253052
3,0.9706815481185913,0.3094229996204376,0.20112945139408112,0.6907243728637695,1e-04,0.9825993776321411,0.09174329042434692,0.051662735641002655,0.9082567691802979
4,0.9749631285667419,0.34745627641677856,0.23336903750896454,0.652336061000824,1e-04,0.9785675406455994,0.31305840611457825,0.20131903886795044,0.6869415640830994
5,0.9766533374786377,0.3652007579803467,0.24769805371761322,0.6339932084083557,1e-04,0.9831396341323853,0.2667487859725952,0.17420844733715057,0.73325115442276
6,0.9775221347808838,0.360795795917511,0.2463168352842331,0.6386797428131104,1e-04,0.9706830382347107,0.37164515256881714,0.24971383810043335,0.6283548474311829
7,0.9780262112617493,0.39783501625061035,0.27446016669273376,0.6023615598678589,1e-04,0.9829156994819641,0.29103848338127136,0.18612384796142578,0.7089614272117615
8,0.9784488081932068,0.3992818295955658,0.27420544624328613,0.6009597182273865,1e-04,0.9813650250434875,0.3911727964878082,0.2779259979724884,0.6088271141052246
9,0.9813558459281921,0.4181104302406311,0.29022860527038574,0.582586407661438,1e-04,0.981969952583313,0.20211227238178253,0.14568834006786346,0.7978878021240234
10,0.9794209599494934,0.4107210636138916,0.2866469919681549,0.5892093181610107,1e-04,0.9818705320358276,0.43060582876205444,0.3016568422317505,0.569394052028656
11,0.9810457229614258,0.42283275723457336,0.29682299494743347,0.5766835808753967,1e-04,0.984784722328186,0.37031248211860657,0.26573342084884644,0.6296876072883606
12,0.9790698885917664,0.42229026556015015,0.2986149489879608,0.5778738260269165,1e-04,0.9819798469543457,0.38239166140556335,0.2650488615036011,0.6176084280014038
13,0.9820113182067871,0.4539981782436371,0.3253081142902374,0.5461578965187073,1e-04,0.9848644733428955,0.46881720423698425,0.3383634090423584,0.5311827659606934
14,0.981682538986206,0.45308157801628113,0.3266476094722748,0.5473005771636963,1e-04,0.9833998084068298,0.35242748260498047,0.24015693366527557,0.6475725769996643
15,0.9822787046432495,0.4515235424041748,0.32265758514404297,0.5483085513114929,1e-04,0.9828037619590759,0.41783377528190613,0.29542648792266846,0.5821661949157715
16,0.9819722175598145,0.47120991349220276,0.34055978059768677,0.528721034526825,1e-04,0.9848150014877319,0.3727109730243683,0.27503061294555664,0.6272890567779541
17,0.9832468628883362,0.48577094078063965,0.35788923501968384,0.5136674046516418,1e-05,0.9857226610183716,0.36331140995025635,0.2566521167755127,0.6366887092590332
18,0.9844529628753662,0.5280230641365051,0.3979073762893677,0.4713243842124939,1e-05,0.9852979183197021,0.36464056372642517,0.2566675543785095,0.6353593468666077
