epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.9090535044670105,0.15744924545288086,0.09227811545133591,0.8425503373146057,1e-04,0.7287458181381226,0.06393187493085861,0.03355679288506508,0.9360681772232056
1,0.9550678730010986,0.23082590103149414,0.1430416703224182,0.7691745162010193,1e-04,0.9693154096603394,0.21436001360416412,0.1252622902393341,0.7856398820877075
2,0.966101348400116,0.2812931537628174,0.18007633090019226,0.7187069654464722,1e-04,0.98695307970047,0.20449425280094147,0.12011723220348358,0.7955058217048645
3,0.9723646640777588,0.3235805630683899,0.21228070557117462,0.6764194965362549,1e-04,0.5993435382843018,0.044432464987039566,0.02293451689183712,0.9555675387382507
4,0.9729244709014893,0.34063369035720825,0.22967781126499176,0.6593663692474365,1e-04,0.9825554490089417,0.28357523679733276,0.1821690946817398,0.7164247035980225
5,0.9742430448532104,0.35946279764175415,0.24169273674488068,0.6405370831489563,1e-04,0.9888430833816528,0.27531641721725464,0.17749643325805664,0.7246835827827454
6,0.9760159850120544,0.37439122796058655,0.257149338722229,0.625608503818512,1e-04,0.9887540340423584,0.16644589602947235,0.10895098745822906,0.8335540294647217
7,0.9772366285324097,0.39201927185058594,0.27009275555610657,0.6079806685447693,1e-04,0.990354597568512,0.36378708481788635,0.25328418612480164,0.6362128257751465
8,0.9784642457962036,0.41531315445899963,0.29306724667549133,0.5846869945526123,1e-04,0.9856113791465759,0.45483681559562683,0.32025471329689026,0.5451631546020508
9,0.9770137071609497,0.39935871958732605,0.2771279215812683,0.6006413698196411,1e-04,0.9898302555084229,0.199194997549057,0.12971793115139008,0.8008049130439758
10,0.9785594344139099,0.41209566593170166,0.29041969776153564,0.5879039764404297,1e-04,0.9839024543762207,0.46855664253234863,0.33714309334754944,0.5314434170722961
11,0.9795577526092529,0.4319594204425812,0.3084033131599426,0.5680406093597412,1e-04,0.9903405904769897,0.35761094093322754,0.2456725835800171,0.642389178276062
12,0.9782252311706543,0.4198305606842041,0.3004738390445709,0.5801696181297302,1e-04,0.9887440204620361,0.47920462489128113,0.35661280155181885,0.5207953453063965
13,0.9793310761451721,0.42492857575416565,0.3007104992866516,0.5750715136528015,1e-04,0.9577594995498657,0.333395391702652,0.21469271183013916,0.6666046380996704
14,0.9780961275100708,0.4223376214504242,0.2975597083568573,0.577662467956543,1e-04,0.9903206825256348,0.2582128047943115,0.1801457554101944,0.7417871356010437
15,0.9769507646560669,0.416978657245636,0.29619303345680237,0.5830211639404297,1e-04,0.9867370128631592,0.40501701831817627,0.2826032042503357,0.5949829816818237
16,0.9809784889221191,0.45570313930511475,0.3296552002429962,0.54429692029953,1e-05,0.9899768829345703,0.42253193259239197,0.3090004324913025,0.5774680972099304
17,0.9816115498542786,0.4775722622871399,0.3530377745628357,0.5224276781082153,1e-05,0.9895855188369751,0.49904975295066833,0.3808038830757141,0.5009503364562988
18,0.9827088117599487,0.4861665368080139,0.3599270284175873,0.5138334631919861,1e-05,0.9903207421302795,0.3260130286216736,0.23270633816719055,0.6739869117736816
19,0.9823710918426514,0.4917505383491516,0.36414003372192383,0.5082494020462036,1e-05,0.9891521334648132,0.43721017241477966,0.3218502998352051,0.562789797782898
20,0.9821557998657227,0.4841482937335968,0.3576151132583618,0.5158516764640808,1e-05,0.990274965763092,0.48212870955467224,0.34852901101112366,0.5178712606430054
21,0.9831752777099609,0.5081069469451904,0.38054752349853516,0.49189311265945435,1e-06,0.9891105890274048,0.47618019580841064,0.3542466163635254,0.5238198041915894
22,0.982940673828125,0.4987269341945648,0.37163183093070984,0.5012730956077576,1e-06,0.9902025461196899,0.4794654846191406,0.3559078276157379,0.5205344557762146
