epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.6495338082313538,0.06692574918270111,0.9330738186836243,1e-04,0.7975281476974487,0.11903339624404907,0.8809666037559509
1,0.7750397324562073,0.08692622184753418,0.9130740761756897,1e-04,0.8317826390266418,0.13864898681640625,0.8613511323928833
2,0.8409900665283203,0.11348174512386322,0.8865182995796204,1e-04,0.890299379825592,0.1911744624376297,0.8088254928588867
3,0.8891962766647339,0.14439626038074493,0.8556041717529297,1e-04,0.8983805775642395,0.19081467390060425,0.809185266494751
4,0.9078400731086731,0.1687709540128708,0.8312288522720337,1e-04,0.8977354168891907,0.2419605702161789,0.7580394744873047
5,0.9302607774734497,0.19935356080532074,0.8006466031074524,1e-04,0.9110496640205383,0.23754115402698517,0.7624588012695312
6,0.9434329867362976,0.23140497505664825,0.7685955166816711,1e-04,0.9592716693878174,0.2953760623931885,0.7046239972114563
7,0.9579187631607056,0.26915812492370605,0.7308417558670044,1e-04,0.9582163095474243,0.19695325195789337,0.8030467629432678
8,0.9716061949729919,0.33409491181373596,0.6659051775932312,1e-04,0.9785225987434387,0.19018954038619995,0.8098104596138
9,0.9807831645011902,0.4176623821258545,0.5823374390602112,1e-04,0.9828726649284363,0.3910779356956482,0.6089221239089966
10,0.9844364523887634,0.49052417278289795,0.509475827217102,1e-04,0.9877639412879944,0.5038626194000244,0.4961373209953308
11,0.9850180149078369,0.5215739607810974,0.47842592000961304,1e-04,0.9898371696472168,0.5443040132522583,0.4556960165500641
12,0.9879087209701538,0.5700263977050781,0.4299735724925995,1e-04,0.9911424517631531,0.5945890545845032,0.40541091561317444
13,0.987740159034729,0.597171425819397,0.40282854437828064,1e-04,0.9892744421958923,0.5466808676719666,0.453319251537323
14,0.9877957105636597,0.5991073846817017,0.40089282393455505,1e-04,0.9891635179519653,0.5457257032394409,0.45427432656288147
15,0.9888147115707397,0.6165710091590881,0.38342908024787903,1e-04,0.9899981021881104,0.5656330585479736,0.4343668818473816
16,0.989679753780365,0.6466927528381348,0.3533073365688324,1e-05,0.9878418445587158,0.578837513923645,0.42116260528564453
17,0.9903578758239746,0.654321551322937,0.34567853808403015,1e-05,0.990032970905304,0.620887041091919,0.3791130483150482
18,0.9903967380523682,0.660146951675415,0.339852899312973,1e-05,0.9909348487854004,0.558546245098114,0.4414537847042084
19,0.9906256794929504,0.6633892059326172,0.33661094307899475,1e-05,0.9887802004814148,0.5306389927864075,0.46936100721359253
20,0.9911691546440125,0.6870104074478149,0.3129890263080597,1e-05,0.9900798797607422,0.6270862221717834,0.37291374802589417
21,0.9909243583679199,0.6825185418128967,0.3174815773963928,1e-05,0.9919297099113464,0.61110520362854,0.3888947665691376
22,0.9912140369415283,0.6863166689872742,0.3136836886405945,1e-05,0.9893088340759277,0.605677604675293,0.3943224549293518
23,0.9912967085838318,0.6925017833709717,0.3074982464313507,1e-05,0.9874426126480103,0.5807872414588928,0.41921266913414
24,0.9908387064933777,0.6931777596473694,0.3068217635154724,1e-06,0.9891253113746643,0.5833558440208435,0.41664430499076843
25,0.9914609789848328,0.6994329690933228,0.300567090511322,1e-06,0.988459587097168,0.5132019519805908,0.4867980480194092
