epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.8885831236839294,0.12683553993701935,0.07328531891107559,0.8731645345687866,1e-04,0.9537619352340698,0.1744367778301239,0.09926021099090576,0.8255632519721985
1,0.9524187445640564,0.198329359292984,0.11915385723114014,0.8016707897186279,1e-04,0.9846925139427185,0.033915210515260696,0.017403319478034973,0.9660847187042236
2,0.9641961455345154,0.2629842162132263,0.16431865096092224,0.7370157241821289,1e-04,0.9804723262786865,0.1508667916059494,0.08827817440032959,0.8491332530975342
3,0.9695759415626526,0.30126699805259705,0.1964505910873413,0.6987329125404358,1e-04,0.9830573201179504,0.21268343925476074,0.13356411457061768,0.787316620349884
4,0.9730486273765564,0.32817503809928894,0.21745982766151428,0.6718250513076782,1e-04,0.9829416871070862,0.15123364329338074,0.09251784533262253,0.8487663865089417
5,0.9759961366653442,0.3694141209125519,0.25006723403930664,0.6305861473083496,1e-04,0.9795202016830444,0.34548476338386536,0.23063801229000092,0.654515266418457
6,0.9776540994644165,0.3836810290813446,0.2630143463611603,0.6163190603256226,1e-04,0.9808284640312195,0.34970584511756897,0.24261796474456787,0.6502941846847534
7,0.9784913659095764,0.40737539529800415,0.28278374671936035,0.5926246643066406,1e-04,0.9487596154212952,0.3424483835697174,0.22246325016021729,0.657551646232605
8,0.9778409600257874,0.40216851234436035,0.2795230746269226,0.5978313684463501,1e-04,0.9868373870849609,0.2880631387233734,0.19854824244976044,0.7119368314743042
9,0.9780396819114685,0.40555861592292786,0.28136712312698364,0.5944415330886841,1e-04,0.9757373929023743,0.39154672622680664,0.27467408776283264,0.6084532141685486
10,0.9804321527481079,0.4431810677051544,0.31227415800094604,0.5568187832832336,1e-04,0.9825648069381714,0.3781997263431549,0.26557543873786926,0.6218003034591675
11,0.9799183011054993,0.43438589572906494,0.3081090450286865,0.5656140446662903,1e-04,0.9779036045074463,0.45202895998954773,0.3120870292186737,0.5479710102081299
12,0.9818767309188843,0.45971357822418213,0.33194082975387573,0.5402863025665283,1e-04,0.985921323299408,0.41045594215393066,0.2929302453994751,0.5895440578460693
13,0.9800008535385132,0.4322817325592041,0.3064480721950531,0.5677181482315063,1e-04,0.9798863530158997,0.4230329096317291,0.31227901577949524,0.5769670605659485
14,0.9816656708717346,0.46341368556022644,0.3326645493507385,0.536586344242096,1e-04,0.9808586239814758,0.37266409397125244,0.25894132256507874,0.6273358464241028
15,0.9820541739463806,0.4699857234954834,0.340701699256897,0.5300143957138062,1e-05,0.9851863980293274,0.42084410786628723,0.31902262568473816,0.5791558623313904
16,0.9829422235488892,0.49059343338012695,0.3584536612033844,0.5094065070152283,1e-05,0.9863601922988892,0.42709243297576904,0.308275431394577,0.5729076266288757
