epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.9512142539024353,0.2101275473833084,0.1268797069787979,0.7898725271224976,1e-04,0.9843587279319763,0.028445478528738022,0.014487101696431637,0.9715545773506165
1,0.9759995937347412,0.3397026062011719,0.21950861811637878,0.6602972745895386,1e-04,0.9853275418281555,0.013000515289604664,0.006579422391951084,0.98699951171875
2,0.9778395891189575,0.3869689106941223,0.2613973319530487,0.6130310893058777,1e-04,0.9833327531814575,0.3167377710342407,0.22004471719264984,0.6832622289657593
3,0.980513870716095,0.4311043620109558,0.29889699816703796,0.568895697593689,1e-04,0.9850389957427979,0.3470250368118286,0.2430371195077896,0.6529749035835266
4,0.9829769134521484,0.47057464718818665,0.3379749357700348,0.529425323009491,1e-04,0.9842724800109863,0.39146146178245544,0.28078269958496094,0.6085386872291565
5,0.9827812910079956,0.49401694536209106,0.36048468947410583,0.5059831142425537,1e-04,0.9830926060676575,0.2546328008174896,0.1752803921699524,0.7453671097755432
6,0.9831900596618652,0.5044378638267517,0.3733353614807129,0.4955621659755707,1e-04,0.9848014712333679,0.3774726390838623,0.2628249526023865,0.6225273609161377
7,0.9836379885673523,0.5070674419403076,0.3782989978790283,0.49293258786201477,1e-04,0.9810323119163513,0.5239312052726746,0.3855358064174652,0.4760688245296478
8,0.982745349407196,0.5007344484329224,0.374911904335022,0.49926555156707764,1e-04,0.9829574227333069,0.4450572431087494,0.3240289092063904,0.554942786693573
9,0.9804649949073792,0.4778404235839844,0.3487125039100647,0.5221595764160156,1e-04,0.9839350581169128,0.43846970796585083,0.31595340371131897,0.561530351638794
10,0.98426353931427,0.5216586589813232,0.3880248963832855,0.47834137082099915,1e-04,0.9777274131774902,0.3990603983402252,0.29831165075302124,0.6009395122528076
11,0.9848358035087585,0.5318796038627625,0.40389707684516907,0.468120276927948,1e-05,0.9810839891433716,0.5027076601982117,0.37471529841423035,0.49729233980178833
12,0.9862424731254578,0.5906259417533875,0.45934000611305237,0.4093741476535797,1e-05,0.9888364672660828,0.4715261161327362,0.36458760499954224,0.5284739136695862
