epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.9382756948471069,0.26972684264183044,0.17413510382175446,0.7302729487419128,1e-04,0.9843587279319763,0.00421398039907217,0.002111688256263733,0.9957859516143799
1,0.978125274181366,0.3862546682357788,0.26438477635383606,0.6137452721595764,1e-04,0.9853182435035706,0.000539490720257163,0.000269825104624033,0.9994605183601379
2,0.9793943762779236,0.43150877952575684,0.30148014426231384,0.5684912204742432,1e-04,0.9606492519378662,0.15807843208312988,0.10808516293764114,0.8419215679168701
3,0.9804807305335999,0.4504745602607727,0.3230372965335846,0.5495256185531616,1e-04,0.9807014465332031,0.4109231233596802,0.28284648060798645,0.5890768766403198
4,0.980993926525116,0.4634190499782562,0.3318350911140442,0.5365808606147766,1e-04,0.9845369458198547,0.28285443782806396,0.1996639519929886,0.717145562171936
5,0.9816438555717468,0.49273326992988586,0.36122578382492065,0.5072667002677917,1e-04,0.9854364991188049,0.4306192100048065,0.30669519305229187,0.5693808197975159
6,0.9815375804901123,0.4935976564884186,0.3640587627887726,0.506402313709259,1e-04,0.8510615825653076,0.2550620436668396,0.18182606995105743,0.7449377775192261
7,0.9818874597549438,0.5058453679084778,0.3744836151599884,0.494154691696167,1e-04,0.9829686880111694,0.47642359137535095,0.34096530079841614,0.5235764384269714
8,0.9822763204574585,0.5195555686950684,0.3875826895236969,0.48044446110725403,1e-04,0.9616135358810425,0.3640209138393402,0.26051443815231323,0.6359789967536926
9,0.9834460616111755,0.5427355170249939,0.4097778797149658,0.45726442337036133,1e-04,0.9380435347557068,0.26570168137550354,0.16742068529129028,0.7342982888221741
10,0.9840267896652222,0.5625207424163818,0.42735302448272705,0.43747925758361816,1e-04,0.9844967126846313,0.32855287194252014,0.23825784027576447,0.6714470982551575
11,0.9852045178413391,0.5746967792510986,0.4401877224445343,0.42530331015586853,1e-05,0.9843611717224121,0.5090475082397461,0.3876296281814575,0.49095240235328674
12,0.9848750829696655,0.5845801830291748,0.45420336723327637,0.4154198467731476,1e-05,0.9891812205314636,0.475553959608078,0.3705613911151886,0.5244460701942444
13,0.9854028820991516,0.5724624991416931,0.44013553857803345,0.4275374412536621,1e-05,0.9845845699310303,0.44303321838378906,0.33846575021743774,0.5569667816162109
14,0.9854270219802856,0.5912237167358398,0.4576311409473419,0.4087764322757721,1e-05,0.9871607422828674,0.5047508478164673,0.38263386487960815,0.4952491819858551
15,0.9860942959785461,0.591468334197998,0.4584547281265259,0.40853142738342285,1e-06,0.9865140318870544,0.474030077457428,0.3637811243534088,0.5259698629379272
16,0.9861310720443726,0.6054767370223999,0.47221627831459045,0.39452338218688965,1e-06,0.9880584478378296,0.5017953515052795,0.37434402108192444,0.49820464849472046
