epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.7177652716636658,0.06160886213183403,0.9383212327957153,1e-04,0.9324304461479187,0.1273990422487259,0.8726008534431458
1,0.9029971957206726,0.08581342548131943,0.9142364859580994,1e-04,0.9340910911560059,0.13400989770889282,0.8659901022911072
2,0.9334080219268799,0.10241802781820297,0.8977795243263245,1e-04,0.9427885413169861,0.13662871718406677,0.8633711934089661
3,0.9386172890663147,0.10995591431856155,0.8899205923080444,1e-04,0.9131121039390564,0.1539755016565323,0.8460243940353394
4,0.9476937651634216,0.1273023635149002,0.8724542856216431,1e-04,0.9461493492126465,0.18867839872837067,0.8113215565681458
5,0.9540762901306152,0.1377425491809845,0.8621578812599182,1e-04,0.9578626751899719,0.18080385029315948,0.8191962838172913
6,0.956727921962738,0.1552475392818451,0.8447752594947815,1e-04,0.9421796202659607,0.19339092075824738,0.8066092133522034
7,0.9686422944068909,0.18119603395462036,0.8190768957138062,1e-04,0.9690106511116028,0.23853495717048645,0.7614650726318359
8,0.9711297154426575,0.19517365097999573,0.8050116300582886,1e-04,0.9685964584350586,0.23870627582073212,0.7612937092781067
9,0.974933922290802,0.21943113207817078,0.7807650566101074,1e-04,0.9719427824020386,0.28897982835769653,0.7110202312469482
10,0.9784005284309387,0.22888752818107605,0.7714881300926208,1e-04,0.9693385362625122,0.3088541626930237,0.6911457777023315
11,0.9821971654891968,0.25566017627716064,0.7442674040794373,1e-04,0.9715136885643005,0.33710724115371704,0.662892758846283
12,0.9816221594810486,0.27427393198013306,0.7257764935493469,1e-04,0.9696013331413269,0.3368207514286041,0.6631792783737183
13,0.9835253357887268,0.2850036919116974,0.7144542932510376,1e-04,0.9745798110961914,0.4322977066040039,0.5677022337913513
14,0.9850017428398132,0.3043407201766968,0.6955138444900513,1e-04,0.9750738143920898,0.4026995599269867,0.5973004102706909
15,0.9851201176643372,0.32837530970573425,0.6716008186340332,1e-04,0.9788731932640076,0.4930373430252075,0.5069626569747925
16,0.9859880805015564,0.3381633758544922,0.6613844037055969,1e-04,0.9791293740272522,0.4701169431209564,0.5298829674720764
17,0.9878170490264893,0.34765368700027466,0.6526368260383606,1e-04,0.9814743399620056,0.48180267214775085,0.5181973576545715
18,0.9873968362808228,0.3541618585586548,0.6458874344825745,1e-04,0.9782374501228333,0.4894905090332031,0.5105095505714417
19,0.9883320331573486,0.3714025616645813,0.628719687461853,1e-05,0.9798997044563293,0.5363222360610962,0.46367767453193665
20,0.9890772104263306,0.3846112787723541,0.6155409812927246,1e-05,0.9825007319450378,0.5109336376190186,0.48906630277633667
21,0.9898368120193481,0.3723723888397217,0.6269115805625916,1e-05,0.9783563613891602,0.47440141439437866,0.5255985260009766
22,0.9901891350746155,0.3941660225391388,0.6058847308158875,1e-05,0.9810742139816284,0.49193230271339417,0.5080676078796387
23,0.9906753897666931,0.3919336497783661,0.6090734004974365,1e-06,0.9815269112586975,0.5622128844261169,0.43778711557388306
24,0.9905914664268494,0.3808853030204773,0.6197596192359924,1e-06,0.9806000590324402,0.526425838470459,0.47357407212257385
25,0.990709125995636,0.39870935678482056,0.6010208129882812,1e-06,0.9824404120445251,0.526827335357666,0.47317269444465637
26,0.9908440709114075,0.3950030207633972,0.6046637296676636,1e-06,0.9830641150474548,0.5454617738723755,0.4545382261276245
27,0.9905056357383728,0.3993586301803589,0.601089358329773,1e-07,0.9798131585121155,0.5320103168487549,0.4679897129535675
28,0.9910867810249329,0.4004300832748413,0.5987388491630554,1e-07,0.9830808639526367,0.5529202222824097,0.4470798075199127
