epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.9520503282546997,0.27696719765663147,0.17844022810459137,0.7230326533317566,1e-04,0.9834484457969666,0.0017909579910337925,0.0008963003638200462,0.9982089996337891
1,0.9790551662445068,0.3980593979358673,0.2740256190299988,0.6019407510757446,1e-04,0.9845345616340637,0.02579292096197605,0.017611464485526085,0.9742070436477661
2,0.9811261892318726,0.4368301331996918,0.3073677718639374,0.5631698369979858,1e-04,0.983985424041748,0.4047510623931885,0.2870651185512543,0.5952489972114563
3,0.9811776280403137,0.4692879021167755,0.3371458947658539,0.5307119488716125,1e-04,0.9763140678405762,0.32509171962738037,0.22932231426239014,0.6749083399772644
4,0.9812011122703552,0.48534679412841797,0.35281282663345337,0.5146531462669373,1e-04,0.986173152923584,0.4883604049682617,0.37042269110679626,0.5116395950317383
5,0.9822956323623657,0.5003930330276489,0.3700469732284546,0.49960702657699585,1e-04,0.9760118126869202,0.4158981442451477,0.29688987135887146,0.5841018557548523
6,0.9821733236312866,0.5039027333259583,0.37121182680130005,0.49609723687171936,1e-04,0.9287290573120117,0.3500474691390991,0.26051968336105347,0.6499525308609009
7,0.9826307892799377,0.520658016204834,0.3914250135421753,0.4793420433998108,1e-04,0.9851574301719666,0.44184669852256775,0.3204830288887024,0.5581533312797546
8,0.9834607839584351,0.5440347790718079,0.4102538228034973,0.45596516132354736,1e-05,0.9362092614173889,0.3791438937187195,0.2896295189857483,0.6208561062812805
9,0.9845381379127502,0.572268545627594,0.4373924434185028,0.42773154377937317,1e-05,0.9359277486801147,0.38526222109794617,0.2693537473678589,0.6147378087043762
