epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.9348302483558655,0.12350150942802429,0.8764330148696899,1e-04,0.9689009189605713,6.195719470269978e-05,0.9999381899833679
1,0.974903404712677,0.28612127900123596,0.7138952612876892,1e-04,0.9573184251785278,0.2601287364959717,0.7398712038993835
2,0.9746742248535156,0.23544365167617798,0.7647724151611328,1e-04,0.9701065421104431,0.27625352144241333,0.7237465381622314
3,0.9735468626022339,0.2923101484775543,0.7072021961212158,1e-04,0.9781098961830139,0.18288163840770721,0.8171181678771973
4,0.9749564528465271,0.3060040771961212,0.6932010054588318,1e-04,0.9780147075653076,0.17178313434123993,0.8282167911529541
5,0.976334810256958,0.3117840588092804,0.6884172558784485,1e-04,0.9625933766365051,0.2875012159347534,0.7124989628791809
6,0.9770682454109192,0.3293505311012268,0.6703974008560181,1e-04,0.9779286980628967,0.22978456318378448,0.7702155113220215
7,0.9766348600387573,0.32881051301956177,0.6709661483764648,1e-04,0.9680994153022766,0.2816368341445923,0.7183630466461182
8,0.978120744228363,0.32656824588775635,0.6735429763793945,1e-04,0.9740687012672424,0.2780434489250183,0.7219566106796265
9,0.9778130650520325,0.3386683464050293,0.6617394089698792,1e-05,0.973633885383606,0.3254747688770294,0.674525260925293
10,0.9798009395599365,0.35362106561660767,0.6468716263771057,1e-05,0.9719083309173584,0.31488242745399475,0.6851175427436829
11,0.978787362575531,0.3484891951084137,0.6507794260978699,1e-05,0.9736151695251465,0.3309500217437744,0.6690500378608704
12,0.9796740412712097,0.3655688166618347,0.6355178952217102,1e-05,0.9722775220870972,0.3091360330581665,0.690864086151123
13,0.9808385372161865,0.3673066794872284,0.6331851482391357,1e-05,0.9747100472450256,0.31432002782821655,0.6856800317764282
14,0.9809080958366394,0.36870622634887695,0.6317141056060791,1e-05,0.9766635894775391,0.3056870400905609,0.6943130493164062
15,0.9816535115242004,0.3665204346179962,0.6330763101577759,1e-06,0.9733027219772339,0.3745478391647339,0.6254522204399109
16,0.9816391468048096,0.38807040452957153,0.6112884283065796,1e-06,0.9740622043609619,0.33360227942466736,0.6663976311683655
17,0.9815369248390198,0.37315964698791504,0.6276535987854004,1e-06,0.9718209505081177,0.31082987785339355,0.6891700029373169
18,0.9807839393615723,0.3696260154247284,0.6304018497467041,1e-06,0.9747682213783264,0.35487133264541626,0.6451287269592285
19,0.981606125831604,0.38062041997909546,0.6198713779449463,1e-07,0.9739547967910767,0.342439204454422,0.6575608253479004
20,0.9805233478546143,0.3730553090572357,0.62698894739151,1e-07,0.9763656854629517,0.3043100833892822,0.695689857006073
