epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.9573540091514587,0.26223087310791016,0.1685549020767212,0.7377690672874451,1e-04,0.9843587279319763,1.9128559420107008e-19,1.9128538740591694e-19,1.0
1,0.9702416062355042,0.2859380543231964,0.1895352303981781,0.714061975479126,1e-04,0.923076331615448,0.23057204484939575,0.1451461911201477,0.7694278955459595
2,0.9705571532249451,0.28999292850494385,0.18961112201213837,0.7100071310997009,1e-04,0.9316990375518799,0.2560003399848938,0.16026511788368225,0.7439997792243958
3,0.9700819849967957,0.2944144010543823,0.19554023444652557,0.7055860161781311,1e-04,0.978284478187561,0.30722346901893616,0.20315010845661163,0.6927764415740967
4,0.9714148640632629,0.2962972819805145,0.1936008632183075,0.7037025094032288,1e-04,0.9829206466674805,0.08000988513231277,0.04721854627132416,0.9199901223182678
5,0.9739644527435303,0.30876025557518005,0.20435738563537598,0.6912400126457214,1e-04,0.9596389532089233,0.23583737015724182,0.148555189371109,0.7641626000404358
6,0.9723800420761108,0.3098212778568268,0.20852214097976685,0.6901786923408508,1e-04,0.9773726463317871,0.32844603061676025,0.21889324486255646,0.6715539693832397
7,0.9729516506195068,0.32258886098861694,0.21742282807826996,0.6774107217788696,1e-04,0.9692232608795166,0.33751150965690613,0.21918578445911407,0.6624886393547058
8,0.972820520401001,0.3149808645248413,0.20984700322151184,0.6850193738937378,1e-04,0.9845057129859924,0.3094695508480072,0.2051667869091034,0.6905304789543152
9,0.9734317660331726,0.3193123936653137,0.21392719447612762,0.6806874871253967,1e-04,0.9626692533493042,0.2894706130027771,0.18836553394794464,0.7105294466018677
10,0.9748817086219788,0.3254331648349762,0.21545656025409698,0.6745670437812805,1e-04,0.9663003087043762,0.33793917298316956,0.22011010348796844,0.6620607972145081
11,0.9741238951683044,0.3302219808101654,0.2231239378452301,0.6697778701782227,1e-04,0.9742173552513123,0.3414350748062134,0.23046040534973145,0.6585649251937866
12,0.9735761880874634,0.3376011550426483,0.2286333441734314,0.6623989939689636,1e-04,0.9879837036132812,0.1867867410182953,0.12404902279376984,0.8132132291793823
13,0.9744250774383545,0.3285042643547058,0.22239281237125397,0.6714960932731628,1e-04,0.9808766841888428,0.21400445699691772,0.13644486665725708,0.7859955430030823
14,0.9729152917861938,0.3348678648471832,0.22565092146396637,0.6651321053504944,1e-04,0.972653329372406,0.3070855140686035,0.19804546236991882,0.6929143667221069
15,0.9756602644920349,0.34396642446517944,0.2329881638288498,0.6560332179069519,1e-05,0.9828481674194336,0.3027418553829193,0.21713629364967346,0.6972581148147583
16,0.9762560129165649,0.36575523018836975,0.24955520033836365,0.6342443823814392,1e-05,0.9849151968955994,0.3295448422431946,0.2241303026676178,0.6704551577568054
